Table S8. Normalized and imputed Genus abundance quantification table for all samples (log10-transformed),,,,,,,,,,,,,,,,,,,,,,
Genus,S10HC,S10HE,S1HC,S1HE,S2HC,S2HE,S3HC,S3HE,S4HC,S4HE,S5HC,S5HE,S6HC,S6HE,S7HC,S7HE,S8HC,S8HE,S9HC,S9HE,TOTAL,PERCENTAGE
Pseudoclavibacter,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,65.8026315,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,0.0821061,67.3626474,0.342484763
Pseudohongiella,0.004321374,0.004321374,4.11117133,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.193277436,0.021319436
Pseudomonas,103.36045,66.64497,23.21833,65.45138,219.5496,54.0247,58.81225,58.53546,60.57264,236.79773,72.91588,60.48737,30.6496,36.16106,17.15737,37.93714,35.74762,76.67001,30.08583,38.18293,1382.96232,7.031248626
Pseudonocardia,0.01296412,0.01296412,0.01296412,3.47999663,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,6.75141272,0.01296412,0.01296412,10.46476351,0.053204887
Pseudorhizobium,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.376441502,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.426553845,0.008642748,0.008642748,6.958564811,0.035378693
Pseudorhodobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.620411218,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.702517324,0.018824316
Pseudorhodoferax,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.706474217,0.004321374,0.004321374,0.004321374,0.004321374,3.788580323,0.019261877
Pseudoxanthomonas,0.0172855,0.0172855,3.2844395,0.0172855,4.2837802,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,5.7923007,0.0172855,0.0172855,0.0172855,13.6543739,0.069421485
Psychrobacter,66.81467,57.54393,30.18029,27.27322,26.02634,38.78012,27.13971,19.18605,64.9343,30.36282,30.85498,34.51475,27.09097,12.53252,35.86744,29.60728,67.99548,43.34515,62.61274,38.63992,771.30268,3.9214524
Puia,2.99302017,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,2.72034033,0.008642748,0.008642748,0.008642748,5.868929964,0.029838778
Pusillimonas,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.323837354,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.40594346,0.017316477
Quadrisphaera,0.004321374,0.004321374,0.004321374,3.052465277,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.134571383,0.015936769
Rahnella1,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.484601039,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.566707145,0.018133831
Ralstonia,0.004321374,0.004321374,0.004321374,0.004321374,3.089306234,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.17141234,0.016124075
Ramlibacter,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.477307983,0.008642748,0.008642748,0.008642748,3.721584335,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.354461782,0.03739151
Raoultella,3.49940684,3.49873123,3.49769099,3.49675545,3.49823857,2.80925261,2.43891154,1.28331923,3.49803762,3.42566424,3.50013532,3.50013532,7.60476029,71.98545492,0.09074885,4.24596682,3.36734821,3.50002613,3.50051002,3.50046563,135.7415598,0.690136414
Rheinheimera,0.05185649,0.05185649,14.74391374,3.84004492,0.05185649,3.65215596,11.33848968,3.60323542,0.05185649,0.05185649,0.05185649,4.04125015,0.05185649,0.05185649,0.05185649,3.69402417,0.05185649,0.05185649,0.05185649,0.05185649,45.58724841,0.231774411
Rhizobacter,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,2.876242403,0.008642748,0.008642748,4.080231009,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.112042876,0.036159005
Rhizocola,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.515495133,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.597601239,0.018290902
Rhodanobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.244609461,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.326715567,0.016913667
Rhodobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.535003875,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.617109981,0.018390089
Rhodococcus,0.03024962,0.03024962,0.03024962,3.51747877,0.03024962,13.85581693,0.03024962,0.03024962,0.03024962,8.21859989,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,26.10613913,0.132728674
Rhodoferax,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.629084662,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.173887127,0.008642748,0.008642748,0.008642748,0.008642748,6.958541253,0.035378573
Romboutsia,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,3.91908634,0.02592824,3.88569915,2.85164239,4.04937208,0.02592824,3.87471998,0.02592824,0.02592824,0.02592824,3.8599461,0.02592824,0.02592824,0.02592824,0.02592824,22.8034614,0.11593722
Roseburia,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.934407552,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.016513658,0.020420734
Roseitalea,0.0172855,0.0172855,11.7248041,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,3.9234441,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,15.9593872,0.081140619
Roseobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.278077433,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.360183539,0.017083825
Roseomonas,3.06824133,0.02592824,3.80480302,0.02592824,0.02592824,3.85757675,0.02592824,6.78379284,3.26621633,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,21.16955387,0.107630117
Roseovarius,0.004321374,0.004321374,0.004321374,3.772309786,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.854415892,0.019596598
Rothia,0.02160687,3.55894802,0.02160687,0.02160687,0.02160687,3.72199905,3.68764243,3.38940562,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,3.59415584,0.02160687,3.89366871,0.02160687,0.02160687,22.14831585,0.112606333
Rubellimicrobium,0.03024962,0.03024962,3.61604026,7.8755032,0.03024962,7.10931101,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,7.21029769,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,0.03024962,26.29514608,0.133689622
Rubrimonas,0.004321374,0.004321374,0.004321374,3.705375346,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.787481452,0.01925629
Rubrobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.484358257,0.004321374,0.004321374,3.566464363,0.018132596
Ruminococcus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.403770123,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.485876229,0.017722871
Ruminococcus_torques_group,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.287317817,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.369423923,0.017130805
S5_A14a,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.690116142,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.772222248,0.019178709
Sagittula,0.004321374,0.004321374,3.117528131,1.408680075,3.411811091,3.412830498,3.217421482,0.004321374,3.411610149,3.412924693,3.413707841,3.413707841,3.407955975,0.912961006,1.871304836,3.111654458,0.004321374,0.004321374,3.41408254,3.414038151,44.37382564,0.225605135
Salegentibacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.938783654,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.02088976,0.015358789
Salinarimonas,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.937547009,4.019653115,0.020436696
Salinicoccus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.085019602,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.167125708,0.016102281
Salinicola,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.58206776,0.008642748,0.008642748,7.746279972,0.03938359
Salinimicrobium,0.02592824,0.02592824,3.59399482,7.71680455,0.02592824,6.30960076,0.02592824,3.57730718,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,21.61255915,0.109882442
Salinisphaera,0.02592824,0.02592824,0.02592824,4.05144781,4.17504465,5.79625264,0.02592824,0.02592824,0.02592824,0.02592824,3.46924725,0.02592824,3.96850937,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,21.84942532,0.111086715
Sarcina,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.539325249,0.008642748,3.710371832,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.405266545,0.037649811
Schlegelella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.956618438,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.038724544,0.020533659
Scopulibacillus,0.004321374,0.004321374,0.004321374,2.994528859,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.076634965,0.015642209
Sediminibacterium,2.847072178,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.297583214,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.300224856,0.032031565
Selenomonas,0.004321374,0.004321374,0.004321374,3.881437789,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.963543895,0.020151426
Serinicoccus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.899243105,0.004321374,0.004321374,3.981349211,0.020241951
Serratia,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.817323219,0.008642748,0.008642748,0.008642748,3.872619585,0.008642748,0.008642748,0.008642748,0.008642748,7.845512268,0.039888106
Shewanella,3.4734786,3.24849446,0.06482061,0.06482061,0.06482061,9.09558076,16.39320243,7.62261217,2.84163179,14.38766114,3.47420707,7.44471737,0.06482061,3.46679942,3.66643869,3.47981257,3.32544339,3.22445116,3.47458177,6.80585494,95.68425017,0.486477283
Skermanella,3.354217,5.985751,6.865445,8.667774,6.86654,18.070621,6.424346,10.021258,4.840511,6.193165,17.721773,6.924772,10.230226,6.664429,8.511418,6.579164,10.018534,13.441503,10.132793,6.87129,174.38553,0.886609852
SM1A02,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.278077433,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.360183539,0.017083825
Solibacillus,0.004321374,0.004321374,0.004321374,3.80226807,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.884374176,0.019748912
Solirubrobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.287317817,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.369423923,0.017130805
Solobacterium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.812760235,0.004321374,0.004321374,0.004321374,2.894866341,0.014718062
Sphaerotilus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.90559633,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.987702436,0.020274253
Sphingobacterium,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.039849656,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.204061868,0.031542654
Sphingomonas,14.642202,7.434843,12.532967,14.973339,17.878042,14.103234,9.479734,8.90066,5.551468,7.039854,3.530385,11.300134,5.484498,3.522977,3.915184,5.767889,3.417337,10.491381,7.475721,3.530715,170.972564,0.869257671
Sporosarcina,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.172656378,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.254762484,0.016547844
Staphylococcus,45.93991,22.44121,26.28795,23.53322,51.30651,26.85133,35.19269,12.21852,16.70005,26.6663,51.49862,28.12816,38.83067,13.06349,21.15901,56.63545,21.4493,24.70192,27.5336,52.75674,622.89465,3.166917196
Stenotrophomonas,0.08642748,0.08642748,0.08642748,0.08642748,0.08642748,2.55775373,2.87801041,0.08642748,2.91214162,0.08642748,56.95305655,0.08642748,2.58318686,3.81083563,0.08642748,0.08642748,0.08642748,0.08642748,0.08642748,0.08642748,72.90496952,0.370663003
Stomatobaculum,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.719596353,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.801702459,0.019328593
Streptococcus,13.754591,13.200028,17.662522,7.852248,22.132902,46.761371,14.443047,11.765484,11.068441,15.727854,26.290099,13.77583,11.332922,17.714273,10.813238,24.197553,33.406281,20.400116,17.34025,13.777151,363.416201,1.847678441
Subgroup_10,0.02160687,0.02160687,3.80048165,6.43217075,0.02160687,0.02160687,0.02160687,0.02160687,3.1023051,0.02160687,0.02160687,3.51508887,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,17.19575629,0.08742656
Synechococcus,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,5.768096495,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,5.932308707,0.030161008
Syner_01,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.172656378,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.254762484,0.016547844
Tannerella,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,2.943105028,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.458726678,0.008642748,0.008642748,6.55740117,0.033339099
Tepidimonas,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.41241287,3.81463715,0.01296412,0.01296412,0.01296412,0.01296412,3.60907911,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,11.05651917,0.056213488
Terrimonas,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.297521421,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.379627527,0.017182682
Terrisporobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.816667636,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.898773742,0.019822122
Thalassobacillus,0.004321374,0.004321374,0.004321374,3.740130802,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.822236908,0.019432994
Thalassotalea,0.004321374,3.030062618,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.112168724,0.015822869
Thauera,3.43026486,3.16838181,4.06064282,0.02160687,3.42909659,5.72899913,2.23616924,4.30871964,2.69470404,6.2067635,3.43099334,3.43099334,0.02160687,3.42358568,3.42612265,3.4283767,3.30618423,3.14017036,3.43136803,3.43132365,65.75607335,0.334316629
Thermomonas,0.0172855,0.0172855,3.9040498,3.2761332,0.0172855,0.0172855,0.0172855,3.611405,0.0172855,3.2393164,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,14.3074724,0.072741964
Thioclava,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.5445191,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.626625206,0.018438466
Tissierella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.524675117,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.606781223,0.018337575
Tistlia,0.01296412,0.01296412,0.01296412,0.01296412,3.60285338,0.01296412,4.00116989,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.85082342,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,11.67523673,0.059359168
TM7a,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.781222128,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.94543434,0.035311935
TM7x,0.008642748,0.008642748,3.538931436,0.008642748,3.950652486,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.645153386,0.038869442
Tolumonas,0.008642748,0.008642748,0.008642748,3.232748317,0.008642748,0.008642748,0.008642748,3.653902464,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.042220245,0.035804013
Treponema,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.958695353,0.004321374,0.004321374,0.004321374,3.040801459,0.015460024
Trichococcus,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.68703277,0.01296412,3.69297838,3.09366235,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,10.69406354,0.054370693
Tropicimonas,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.6920342,3.7871643,0.01296412,3.49324379,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,11.19283233,0.05690653
Truepera,0.008642748,0.008642748,0.008642748,3.056786651,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.254831503,0.008642748,6.467187618,0.032880436
Turicella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.91047994,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.992586046,0.020299082
Turicibacter,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,3.5284593,6.5177112,3.1437051,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,13.4837291,0.068553894
Undibacterium,0.004321374,0.004321374,4.024609641,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.106715747,0.020879339
Uruburuella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.348649377,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.430755483,0.017442626
Vagococcus,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.065317583,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.229529795,0.036756331
Variovorax,0.004321374,0.004321374,0.004321374,0.004321374,3.921510448,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.003616554,0.020355163
Veillonella,2.9607194,0.04321374,6.7024604,3.1881899,0.04321374,7.78547587,0.04321374,0.04321374,0.04321374,0.04321374,0.04321374,0.04321374,0.04321374,3.66498139,0.04321374,4.01739274,7.34162609,0.04321374,0.04321374,0.04321374,36.22262441,0.184162847
Vibrio,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.792857586,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.874963692,0.014616873
Virgibacillus,0.004321374,0.004321374,0.004321374,3.667594643,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.749700749,0.019064206
Vitreoscilla,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.047815879,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.129921985,0.01591313
Vulgatibacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.433067532,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.515173638,0.012787631
Wautersiella,0.05185649,0.05185649,4.66879321,2.2109108,6.86683592,6.86887473,6.3027586,0.05185649,3.45914526,6.94986414,6.87062942,6.87062942,4.86185569,41.0529363,2.10007555,5.03833198,0.05185649,0.05185649,3.46161765,3.46157326,111.3041144,0.565891702
WCHB1_32,0.004321374,0.004321374,0.004321374,3.404431784,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.48653789,0.017726235
Weissella,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.243882432,3.176425573,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.575877469,0.033433036
