Table S8. Normalized and imputed Genus abundance quantification table for all samples (log10-transformed),,,,,,,,,,,,,,,,,,,,,,
Genus,S10HC,S10HE,S1HC,S1HE,S2HC,S2HE,S3HC,S3HE,S4HC,S4HE,S5HC,S5HE,S6HC,S6HE,S7HC,S7HE,S8HC,S8HE,S9HC,S9HE,TOTAL,PERCENTAGE
Constrictibacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.093534077,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.175640183,0.016145571
Corynebacterium,10.058007,8.902781,47.519431,25.954449,110.541419,22.940737,28.750543,8.707291,12.815333,16.708721,56.676735,25.497765,45.440734,9.997673,25.911595,70.911532,21.273704,17.563765,22.12534,22.364727,610.662282,3.104725465
Croceicoccus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.57120581,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.653311916,0.018574146
Cutibacterium,15.859224,17.833589,25.540303,18.41383,26.939312,25.360568,33.100647,7.066007,13.764719,27.128005,38.504938,49.390937,19.067399,16.78186,27.846463,33.796813,20.338645,26.807949,27.631903,27.030581,498.203692,2.532964184
Dactylosporangium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.675878687,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.757984793,0.019106323
Defluviicoccus,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,3.04027335,3.64621673,6.42960812,6.18218184,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,19.71313188,0.100225385
Deinococcus,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.052137253,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.666601167,0.008642748,0.008642748,0.008642748,0.008642748,6.874307884,0.034950314
Delftia,0.0172855,0.0172855,0.0172855,3.7954913,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,3.7495906,0.0172855,0.0172855,3.8496678,0.0172855,0.0172855,0.0172855,3.335987,0.0172855,15.0073047,0.076300047
Dermabacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.470447297,0.004321374,0.004321374,0.004321374,0.004321374,3.552553403,0.01806187
Desemzia,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.616122838,0.008642748,0.008642748,0.008642748,3.917012293,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.688704595,0.039090865
Desulfoprunum,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.938783654,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.02088976,0.015358789
Devosia,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.45205658,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.534162686,0.017968368
Dialister,0.008642748,0.008642748,0.008642748,3.584786796,0.008642748,0.008642748,0.008642748,2.943105028,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.683461288,0.033980013
Dietzia,0.06049923,0.06049923,3.45253325,10.03762447,3.4667557,4.12699027,0.06049923,21.43398337,3.60169243,4.04823105,7.6619653,7.57126788,1.58542056,0.91341091,0.06049923,3.27147142,0.06049923,1.98802799,2.2093164,2.22398047,77.89516762,0.396034138
Dolosicoccus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.651249578,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.733355684,0.01389691
Dolosigranulum,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,27.0034155,0.03457099,3.00752821,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,30.63322153,0.155745239
Domibacillus,0.008642748,0.008642748,0.008642748,3.733173266,0.008642748,0.008642748,0.008642748,2.943105028,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.831847758,0.034734439
Dysgonomonas,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.651249578,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.733355684,0.01389691
E1B_B3_114,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.74975163,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.831857736,0.014397714
Ekhidna,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,4.083990583,3.139215985,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.378776032,0.037515128
Ellin6055,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.577690328,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.659796434,0.018607115
Empedobacter,0.06482061,2.96960786,1.8765704,1.44957256,2.96960786,2.96960786,2.76550392,3.73343478,0.06482061,2.96960786,2.96960786,2.96960786,2.71206932,46.41331137,4.72748596,6.2647992,0.06482061,0.06482061,2.96960786,2.96960786,93.95889283,0.477705232
Enhydrobacter,4.06791645,0.07778473,8.10491852,1.36275335,7.45509515,6.89480298,6.15100158,0.07778473,0.07778473,2.22637106,13.92390019,10.30454208,54.66554386,2.03112052,4.19167671,3.78906013,0.07778473,0.07778473,2.06024499,2.06853077,129.686402,0.659350817
Enterobacillus,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.63998915,0.008642748,0.008642748,3.687712828,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.483271442,0.038046403
Enterobacter,3.48212135,3.48144573,10.98733325,3.47946996,4.18343054,10.47119295,3.37644353,0.07346335,3.48075213,3.48206667,7.74722183,3.48284982,13.63107292,25.85997836,3.47797914,3.48023319,3.48296569,3.48274064,3.48322452,7.52048357,122.1464691,0.621016336
Enterococcus,0.008642748,0.008642748,0.008642748,0.008642748,3.54055601,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.581191723,0.008642748,0.008642748,0.008642748,0.008642748,7.277317197,0.036999292
Erysipelatoclostridium,0.004321374,0.004321374,0.004321374,3.564079439,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.646185545,0.018537914
Erysipelothrix,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.403770123,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.485876229,0.017722871
Erythrobacter,0.004321374,0.004321374,3.514412776,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.596518882,0.018285399
Escherichia_Shigella,0.008642748,0.008642748,0.008642748,3.959536372,0.008642748,0.008642748,0.008642748,0.008642748,2.834356895,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.949462731,0.035332416
Eubacterium_brachy_group,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.571479728,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.653585834,0.013491345
Eubacterium_hallii_group,0.004321374,0.004321374,0.004321374,0.004321374,3.344419996,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.426526102,0.017421123
Eubacterium_nodatum_group,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.785316348,0.004321374,0.004321374,3.867422454,0.019662726
Exiguobacterium,2.926148407,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.35297075,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.434688621,0.032715205
Ezakiella,0.008642748,0.008642748,0.008642748,0.008642748,7.9698201,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,8.134032312,0.041354998
Faecalibacterium,0.02160687,0.02160687,4.04189514,0.02160687,0.02160687,3.26986007,0.02160687,2.81014308,0.02160687,0.02160687,4.36103981,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,3.43951797,0.02160687,0.02160687,18.24655912,0.092769045
Fastidiosipila,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.938783654,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.02088976,0.015358789
Fenollaria,0.01296412,0.01296412,3.2009838,0.01296412,3.09794898,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.87012583,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,10.38944865,0.052821972
Filifactor,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.113452567,0.004321374,0.004321374,0.004321374,3.195558673,0.01624684
Filomicrobium,0.01296412,0.01296412,0.01296412,0.01296412,4.05187395,0.01296412,7.84541026,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,12.13063837,0.061674518
Finegoldia,0.02160687,0.02160687,0.02160687,0.02160687,11.31436141,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,15.01291868,0.02160687,0.02160687,3.69771998,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,30.39231686,0.154520433
Flaviaesturariibacter,0.004321374,0.004321374,0.004321374,3.325285107,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.407391213,0.017323838
Flavimarina,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.630445206,0.004321374,0.004321374,3.712551312,0.018875331
Flavobacterium,3.4561931,3.45551749,7.3665442,17.07046441,0.04753511,13.62486987,4.23638382,2.73933795,3.45482389,3.45613843,3.45692158,7.71867932,3.45116971,3.44951392,3.45205089,3.45430495,3.45703745,3.4568124,3.45729628,3.45725189,97.71884666,0.496821567
Fluviicola,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.125281058,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.28949327,0.031977003
Fonticella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.147223106,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.229329212,0.016418536
Fretibacterium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.951789715,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.033895821,0.015424915
Fusicatenibacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.600436363,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.682542469,0.01872276
Fusobacterium,0.0172855,3.6271317,0.0172855,0.0172855,3.4247752,3.4257946,0.0172855,0.0172855,0.0172855,3.5144416,3.426672,7.6247644,0.0172855,0.0172855,0.0172855,0.0172855,10.9586319,3.602278,3.5783343,0.0172855,43.3729642,0.220516561
Gaiella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.269507437,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.351613543,0.017040253
Gallicola,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.792857586,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.874963692,0.014616873
Gelidibacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.169565753,0.004321374,0.004321374,0.004321374,0.004321374,3.251671859,0.01653213
Gemella,3.43026486,3.42958925,7.40166295,7.35765935,0.02160687,6.80324662,0.02160687,0.02160687,3.42889564,3.43021019,3.43099334,3.43099334,3.42524147,3.42358568,3.42612265,3.4283767,3.43110921,6.84879525,3.43136803,3.43132365,73.05425879,0.371422019
Geminicoccus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.183714736,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.265820842,0.016604066
Gemmobacter,0.008642748,0.008642748,0.008642748,3.53364868,0.008642748,0.008642748,3.595515805,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.284733949,0.037037
Georgenia,0.03889236,0.03889236,0.03889236,3.80688078,4.22391888,10.70680707,0.03889236,9.03919923,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,3.36374624,0.03889236,0.03889236,0.03889236,0.03889236,31.7239376,0.161290651
Gilliamella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.372120128,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.454226234,0.017561956
Gluconacetobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.134518216,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.216624322,0.021438136
Glutamicibacter,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,7.58497154,0.02160687,3.64204878,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,6.12503735,0.02160687,0.02160687,0.02160687,0.02160687,17.71937446,0.090088736
Gordonia,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.94339944,0.008642748,0.008642748,3.520511314,0.008642748,0.008642748,0.008642748,0.008642748,7.619480218,0.038738915
Gracilibacillus,0.008642748,0.008642748,0.008642748,3.584786796,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.666601167,0.008642748,0.008642748,0.008642748,0.008642748,7.406957427,0.037658408
Granulicatella,0.0172855,0.0172855,0.0172855,4.0484817,0.0172855,4.1451859,0.0172855,0.0172855,0.0172855,3.0633553,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,3.9649768,0.0172855,0.0172855,0.0172855,15.4985677,0.078797724
Granulicella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.613073225,0.004321374,0.004321374,0.004321374,0.004321374,3.695179331,0.018787008
Haematobacter,0.06049923,0.06049923,1.28884429,0.62749986,3.46798895,3.46900836,3.06367976,0.06049923,0.06049923,3.5620428,3.4698857,3.4698857,51.76612384,0.06049923,0.06049923,1.75788376,0.06049923,0.06049923,3.4702604,3.47021601,83.36731327,0.423855588
Haemophilus,3.4561931,3.26050487,6.07709988,3.09567902,3.45502483,7.13011289,3.14578049,0.04753511,2.90669008,2.898907,7.86624273,6.77438202,6.94668202,3.44951392,3.45205089,7.0630568,10.74963675,3.23977088,3.45729628,3.45725189,91.92941145,0.467386955
Hafnia_Obesumbacterium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.996712467,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.078818573,0.015653311
Hahella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.018666479,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.100772585,0.015764929
Haliangium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.792857586,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.874963692,0.014616873
Halobacillus,0.004321374,0.004321374,0.004321374,3.821150471,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.903256577,0.019844913
Halomonas,348.14596,322.50433,107.29744,71.44635,163.37862,289.28239,240.29944,26.99903,347.04429,302.06351,266.33122,290.25036,98.42587,43.37435,33.23576,144.41757,346.09885,332.66563,355.5952,346.08855,4474.94472,22.75148676
Herpetosiphon,0.004321374,0.004321374,3.991444567,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.073550673,0.020710722
Holdemanella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.134894611,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.217000717,0.016355856
Hoyosella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.996712467,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.078818573,0.015653311
Hydrogenophaga,0.03457099,0.03457099,0.03457099,3.5773005,0.03457099,7.18536867,0.03457099,11.11590827,0.03457099,0.03457099,0.03457099,3.79905503,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,26.23076831,0.133362313
Hymenobacter,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.29596056,0.01296412,3.05645863,0.01296412,0.01296412,0.01296412,4.09367948,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,10.66648871,0.054230497
Hyphococcus,0.01296412,0.01296412,3.71930137,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.74526922,3.50847643,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,11.19343706,0.056909605
Hypnocyclicus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.134518216,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.216624322,0.021438136
Iamia,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.377452004,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.45955811,0.017589064
Idiomarina,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.775943454,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.85804956,0.014530878
Ignatzschineria,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,94.3578515,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,0.1339626,96.9031409,0.49267436
Ilumatobacter,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.539325249,0.008642748,3.001033841,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.695928554,0.034043399
Incertae_Sedis,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,8.12894266,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,8.293154872,0.042164008
Jatrophihabitans,0.004321374,0.004321374,0.004321374,3.927189517,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.009295623,0.020384036
Jeotgalicoccus,0.01296412,0.01296412,3.52305552,0.01296412,4.17680276,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.81192781,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,11.73217613,0.059648659
Kangiella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.147696775,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.229802881,0.016420944
KCM_B_112,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.571479728,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.653585834,0.013491345
Ketobacter,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.243882432,3.532807597,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.932259493,0.035244952
Kineosphaera,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.923684962,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.005791068,0.020366219
Kingella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.470447297,0.004321374,0.004321374,0.004321374,0.004321374,3.552553403,0.01806187
Kinneretia,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.74975163,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.831857736,0.014397714
Klebsiella,3.590421005,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.672527111,0.01867184
Kocuria,10.526138,9.542452,13.894198,21.158894,10.330503,17.691544,6.022173,42.296862,6.922612,10.273634,10.336194,13.908834,8.746766,4.364158,5.763069,7.23814,10.68912,7.64069,6.927557,10.337185,234.610723,1.192806413
Krasilnikovia,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.239561058,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.321667164,0.016888
Kurthia,0.004321374,0.004321374,3.534610063,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.616716169,0.018388086
Kushneria,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.684335635,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.766441741,0.01914932
Kytococcus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.651249578,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.733355684,0.01389691
Lachnospiraceae_NK4A136_group,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.339470793,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.421576899,0.01739596
Lachnospiraceae_UCG_003,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.184924192,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.267030298,0.02169441
Lactiplantibacillus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.499833685,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.581939791,0.018211277
