Table S10. Processed feature quantification table of metabolomics data (log2-transformed),,,,,,,,,,,,,,,,,,,,,,,
feature,QC1,QC2,QC3,S10HC,S10HE,S1HC,S1HE,S2HC,S2HE,S3HC,S3HE,S4HC,S4HE,S5HC,S5HE,S6HC,S6HE,S7HC,S7HE,S8HC,S8HE,S9HC,S9HE
feature,QC,QC,QC,NEA,NEH,EA,EH,EA,EH,EA,EH,EA,EH,EA,EH,NEA,NEH,NEA,NEH,NEA,NEH,NEA,NEH
228.196544648561_27.60367,3.357255344,6.957796922,4.64353322,7.445222711,9.149295657,3.679010943,4.437663107,4.078010301,2.940510518,4.376666252,4.234917339,4.839749054,2.510998272,4.906457044,2.98012839,10.09610713,8.547334762,9.06394798,6.851880432,5.547528149,4.649446661,6.72657823,5.48587701
858.655321802508_26.465038,7.681301903,3.919577873,8.616258464,3.579983858,3.611208478,3.016876431,3.398274858,3.689935701,2.958688079,8.089801289,3.487908988,1.899746342,2.768814343,3.890086647,8.021455624,10.31544037,9.882248412,10.73860539,6.024124242,2.729507705,4.290127209,0.888612252,5.041044402
449.239072872546_15.686536,2.159177499,2.133332175,1.99478282,9.782131751,5.474605616,3.663523646,3.224032185,4.201180465,1.418871612,4.721275422,3.501604503,2.855412082,3.067850877,5.10743333,2.37871287,10.56638919,2.538038194,4.318877563,4.439804619,6.941103374,3.865938466,11.90549263,6.452862819
761.264007803318_14.48822,2.246807114,7.28080709,2.03805891,3.000995263,4.32615307,3.178024345,0.951384262,5.60088129,0.985847051,11.67040453,2.916509841,8.099726764,3.36126317,4.981780289,3.7956941,5.498694694,1.789081688,5.189315502,4.685586834,4.270707745,6.29824634,7.052749572,5.102263997
344.317340793115_26.14318,7.827674315,9.761967078,8.490886972,10.02427055,6.003883808,1.288048727,5.331836755,0.160006943,10.93088133,5.771395567,2.53263075,1.872859413,2.826304353,3.739506791,9.133540155,0.109698196,8.528610031,6.243962193,3.92121625,4.341829017,5.221826214,3.22811828,4.912076782
460.295717813609_24.869314,0.388476284,1.198040697,0.255643457,2.523985514,6.563435585,0.081669286,3.956123552,3.12530784,11.44904061,1.03961915,11.91262572,0.635365762,2.754386918,2.803490965,2.17813355,1.586207812,3.561477353,0.176360983,0.545387687,1.785215073,2.384754017,1.500702275,1.806799885
793.534662769549_25.765785,7.809506551,3.062065645,7.040672582,3.610743754,4.700053636,3.623680721,4.514057656,1.415179652,6.973765046,1.437834787,4.008409907,1.655876699,5.157289059,2.340498795,3.914127736,2.291169384,3.071022816,3.177290766,2.102855595,4.015855106,5.657688485,1.513628888,2.961470541
181.048736347482_12.093119,0.543950547,1.189450628,0.856212321,4.546056353,1.541779951,6.310066011,6.522981855,12.12698398,5.265857998,8.964775558,9.578259858,5.507935596,10.28399692,6.393986054,9.580566186,1.148870803,0.949606329,0.299954446,1.306528744,2.703994375,2.91228653,4.177992479,3.959178613
213.104057422169_14.46318,1.099008504,0.301178194,0.357902169,1.222909143,1.193031988,0.363044599,1.223793714,0.912405469,0.21982432,0.303837573,3.72694153,1.803166373,8.659600666,0.167493251,0.880322988,0.109698196,0.260552704,1.017686569,0.641115257,1.250063518,1.084153294,1.060994702,1.43617225
312.327261079287_28.555138,8.20964762,7.623865543,8.811604941,4.901268148,9.084536461,4.396966369,6.787184386,4.380972682,8.236224077,6.000326006,5.807928953,6.029187567,6.936747851,4.341416036,7.25755208,7.921059866,8.439956002,9.771059799,8.862629918,3.795732938,8.475222751,5.978792456,8.621171491
638.525948213276_25.87738,3.087057725,7.242772956,3.496657044,2.296750384,2.468339669,1.4839232,3.961647299,2.131087047,1.285404243,2.410625928,1.198619926,0.72758097,1.583603434,2.345714583,1.483758193,4.656162939,5.156479696,4.455158126,2.482604604,1.415308283,4.852154472,2.392579121,3.550753964
786.6040000382_27.388653,1.146301133,4.671139827,3.385888234,0.530201253,1.839838538,2.99714634,5.2404017,3.137613432,8.968906557,0.927776324,6.581139373,0.103574763,9.713647573,0.167493251,7.801295097,2.270650625,3.935110897,2.802085067,1.448025901,0.38978244,2.866770068,1.984091909,0.927757064
766.712569961315_28.59717,3.566176199,4.05519781,4.723642464,1.574414582,4.378369477,3.222780921,3.366127191,0.488447024,3.391331601,1.316167654,3.514035823,1.476778359,3.821844542,0.167493251,3.66735529,4.499402658,7.994974673,3.865938466,3.376970568,1.263681933,2.404304817,1.047195525,2.547346563
413.379492253155_26.477411,8.279558815,7.810791501,7.946051258,6.074077478,8.470743938,10.24153946,6.124593812,3.380251365,5.701110513,9.228451332,2.861437925,7.293075163,7.018153047,3.855781469,5.186045812,10.71470528,8.208781696,9.93885894,8.606456326,5.965113751,8.84242267,5.80520019,8.764996968
433.151116665195_20.31317,5.807463767,7.916225144,5.685992954,1.635970415,0.650332108,2.341721432,5.437733322,3.059302008,0.095126942,0.070080711,11.74930315,4.425202625,2.451040846,2.882733196,0.933401159,2.509658518,1.398609721,2.682908369,1.635497715,2.002899822,0.888597061,0.092210581,3.245971782
620.366860088253_24.393059,8.302225794,1.948714386,7.182434766,6.025829557,5.613624138,7.887981207,4.675316506,6.952527809,6.956997445,10.92864303,9.661481988,8.465674817,8.587768214,4.386762803,9.608283721,9.656140591,7.152159205,5.707189147,4.485254544,6.203460979,2.571019937,8.440875442,5.457592578
618.465354577347_28.42543,12.46574409,12.71856571,12.74909578,2.135076634,0.09297184,1.734714594,3.041804493,5.322765367,5.424710919,0.070080711,2.302748282,11.36905251,9.11171051,3.868667466,2.933630621,4.633935921,5.534155354,5.548243431,10.69002466,2.987396595,1.651482518,6.626618158,5.821051813
525.882509343307_25.709044,7.641884914,8.536493922,7.797373855,4.169722101,1.785529203,3.604148279,4.972164579,3.877356491,1.81170482,3.350568533,4.108294297,1.43151889,2.89494223,3.815117686,3.485053649,10.3462381,7.938099073,7.886787948,6.042757435,3.071194478,8.026296642,3.29969742,7.558230836
279.196896939313_18.89651,2.94093095,3.55196876,4.02068166,3.691838732,9.446688921,5.57621105,2.675162961,2.243270562,1.111311322,4.14709683,3.170613163,2.535232961,4.021840099,6.212693231,4.412233619,4.233098628,4.18268105,7.427813523,5.616915627,4.25841668,8.743718821,6.027143208,5.44158327
780.591959013288_29.422377,2.308814276,1.020339746,0.415423379,2.835784924,1.501173535,2.37488541,0.421932139,2.469234093,2.155060788,2.398697699,2.354864978,8.6280288,1.998048903,2.089231469,2.540789309,1.899534982,0.097936814,1.803657845,3.038313227,2.670757481,1.800491201,3.420105125,0.173797552
377.217212684719_14.651267,4.344391919,8.756845224,3.356996219,7.222820439,5.937259089,4.52206238,5.56903015,9.917390544,1.884350221,7.161949216,5.882856539,4.783720213,3.876922936,7.795861978,3.968585467,10.28466159,3.313828074,5.76732885,9.618108802,10.8408785,8.719285227,11.56253052,5.633389766
301.274920530031_25.885786,1.545230173,6.17256602,1.716530657,1.787407332,1.818919054,1.063120276,2.282704964,0.160006943,2.640164424,3.435727924,0.89186884,3.008784022,9.334656595,1.207220939,1.705520886,2.130596502,1.486102038,2.900143085,2.114773358,0.424764592,3.188171807,0.332983367,0.637099335
510.881657019977_26.981527,5.537569904,7.136266813,2.93420097,2.013982792,1.456751285,1.521654141,11.42760889,2.245801283,2.502855271,1.903629234,2.044844901,3.482631501,0.157824497,1.762396238,2.469896803,0.973492694,2.101275343,0.327189262,1.009052804,1.53297933,0.898374633,1.125740411,0.061435667
283.264393582803_27.206987,5.075480478,7.122449784,4.556894319,4.251117412,5.273889434,9.718896661,2.700888586,4.897109566,2.542623497,2.78083095,2.903762056,3.175832868,5.932424152,5.64303011,3.536758905,9.196762268,6.361916415,7.810923196,10.11548601,4.071810604,2.855897153,7.49124309,5.934226265
439.328776513269_22.691544,0.554261451,0.739490754,0.475517405,1.498276991,0.322534889,1.722531285,0.63417047,1.004403309,0.641805018,0.526416823,0.046772872,0.006744634,0.13817622,0.167493251,0.797577606,3.291056425,0.01368165,2.602017639,9.564262577,0.103364196,1.18830265,1.187564484,1.02264162
594.477763439334_28.416082,6.832378564,4.116704487,4.220209014,3.266845717,8.329234955,7.413419426,0.168661614,4.678078341,2.621945506,3.848803484,6.053844236,3.549784025,4.355728389,6.257276084,4.979961814,5.353058385,3.773664973,6.08886741,10.14768045,4.187846332,7.810923196,0.320358213,8.858094155
481.872138594458_27.354065,2.49946725,3.443689791,4.62898401,3.003612258,1.769395394,0.081669286,1.204453342,5.497010471,3.733268707,0.070080711,0.992361659,10.86269385,2.998757827,3.832087048,0.15677796,0.550295406,2.155133557,2.260045794,2.835784439,2.095435655,1.478989587,1.649548591,0.415884757
393.322614409512_25.577726,7.530958972,4.403270044,7.450488497,4.373175935,2.382201651,8.106884348,10.33378354,1.994696621,7.838656653,1.482160781,8.602918727,5.749035647,9.847511464,3.664988719,7.889381354,0.69044352,3.328268226,0.922062005,0.94156448,4.318066187,5.294804814,8.010200266,7.515865342
655.502200581168_25.994568,6.269001898,4.385525566,6.994714843,2.612291778,0.508698494,0.698530106,4.623561225,2.041767543,4.397517028,2.520024519,2.388710348,11.31920376,2.402162279,2.001605242,1.503499459,2.534045418,3.525499916,3.037997238,7.000590151,0.851983458,2.069635239,2.568712991,2.440443483
269.212144847998_25.316225,5.849304291,7.07281022,9.13017449,6.497180516,8.692657109,8.519400956,8.983506704,6.440326103,8.866393558,10.04173147,6.804233375,9.293647609,8.110445037,5.297693415,7.602832832,6.831006554,8.594112254,10.35373948,9.188309282,7.899300672,9.246309076,11.05441001,10.0335356
331.285921561604_27.09245,10.37051627,9.408264392,11.51264016,4.164185384,3.294575756,7.90893418,11.32011427,8.382049957,10.02988754,6.609002229,8.177579872,3.63317683,5.751769785,4.713646754,8.46372662,11.55138152,7.897559844,10.81806533,8.256200622,1.938366989,2.957295671,0.092210581,1.294318609
567.222276469462_14.099857,0.642844737,1.471777647,1.865157398,1.953564156,1.850688862,10.20587765,0.373975044,2.126146305,0.552176668,3.397545615,2.434101414,1.419731896,1.458918632,4.892695354,2.816247546,1.641517002,1.420306186,2.035594414,1.763006898,2.492544794,2.525482723,1.673653862,2.157008909
326.306620064061_26.5526,4.55150792,5.444565644,4.251117412,1.116809276,0.974872435,0.904020919,0.797274142,2.237476942,8.115861476,5.294430887,2.554198818,0.92876639,0.025981298,0.167493251,2.874000124,0.390259865,7.864789009,2.39467108,3.147909096,1.694198055,2.158567095,2.067516063,1.2337035
648.476907829898_27.844875,6.581096717,7.343735667,6.663395148,1.016994858,0.595431079,0.081669286,12.64267058,1.582666687,1.790303875,0.539927012,1.577301958,1.13131263,0.658981406,1.141753285,0.033054361,0.109698196,0.59122111,0.486642383,0.532960535,0.471254537,0.267376707,0.345930547,0.858655554
601.365967443453_24.95859,2.388480288,4.159811311,3.593204275,2.790725804,5.011538519,3.363198916,1.061158341,1.377774744,3.077101011,3.012477399,3.763127205,3.67703677,2.865375905,1.639950247,3.259446784,3.959864463,4.775261694,3.540289773,3.454666641,3.812274656,8.56500422,4.208526832,8.945205019
227.127779082251_16.151196,4.203108923,7.36162092,4.395478852,7.515300407,6.16688807,6.256087392,2.875255744,7.922484533,3.845149445,5.20255979,8.469150903,5.524854501,7.303717119,5.126032732,3.591579817,7.520479294,5.236744872,6.720040267,7.996195258,8.43051462,6.912041529,11.73343253,10.32317262
773.5674245304_24.745117,2.062188539,1.492137646,2.587657749,0.667762313,3.416026949,2.033107975,7.058906961,0.160006943,4.6980227,0.61242403,2.881043424,2.742581824,3.32169383,2.593133984,3.181798713,3.601184805,4.499402658,2.545381197,2.072963977,2.866833655,2.742600117,2.427501273,3.610294677
419.229298917491_17.568222,5.942305845,4.346755606,12.39299158,9.104037826,11.50412575,8.347871772,8.474926223,6.683913007,6.224064166,5.321909433,9.07149818,3.769600287,12.69768726,7.77357534,9.917730113,8.6084872,11.04892626,9.48871397,12.1291359,11.95520095,12.70737447,8.133672934,11.68661132
372.348919881659_26.188965,7.479366462,8.575499253,7.665245782,0.132075393,1.453897896,6.533863898,7.474139658,4.767075215,5.974230949,6.98422584,1.139782595,9.411068277,2.236362759,1.864554119,6.873998074,1.842867433,7.880882113,5.611391278,0.788607621,6.574929364,3.037997238,5.327788012,5.269338853
271.191747645417_20.270132,1.192261377,2.027321595,0.682727095,2.814987262,2.720125446,2.699477237,4.053445598,3.336270906,2.611231288,1.556948435,2.013734626,1.76592646,1.818709878,3.17402403,2.128859187,2.60172753,7.826286501,3.320367031,2.263087485,2.412261726,2.694794813,2.756650471,4.865177062
301.177974154945_14.140545,1.082917846,0.57889328,1.452215659,11.15121257,1.319656253,1.557567009,1.55164984,0.662289276,0.669171351,0.941610488,1.405327035,0.60513756,1.397276392,0.92010778,0.953829724,2.63831488,1.232369407,0.149335977,1.436242413,8.667267185,3.605288278,0.092210581,3.486475314
235.20639172804_24.927773,8.880492447,8.644922408,8.347265954,5.436388954,8.668331284,9.13362057,7.875090384,3.660514223,8.010405619,9.500808332,8.554194218,9.08778948,8.33687582,9.265909151,8.266609819,7.797003843,10.107804,7.585386649,4.405237266,9.65920756,7.907492002,11.81274438,8.404442604
705.480219532184_25.790245,9.911485217,2.788927224,9.896188339,3.483600662,7.64030731,6.60975018,4.38385865,3.153635797,9.880683398,1.65184534,8.486932828,3.453499633,9.044378527,3.621797042,8.780749521,8.043368412,6.607529948,3.212479428,2.380142429,6.000460489,5.262002103,5.164547398,6.610068667
275.222409600493_24.972925,7.930196782,7.004956608,8.069659261,0.469302036,4.099518323,8.762331557,6.370479933,10.15948719,8.579109793,9.867523962,9.01922902,7.923247417,8.633864679,6.691318491,10.20679808,7.341055873,7.318852364,8.743718821,4.723200992,2.635416256,2.793353668,6.264598262,3.525921634
343.102094430663_13.247181,4.135565536,6.699685113,3.891206025,7.19313893,5.773530582,7.666584369,1.74766107,12.05049271,5.081209522,10.68879526,5.987383373,7.03883363,5.824554515,6.068109758,5.45688466,9.783213972,2.142176271,4.880180519,6.565425321,7.29863147,4.052462138,9.214128789,6.213545617
399.359784748627_25.690718,8.401592039,3.036765002,8.031236055,3.063503364,3.559519924,3.384705782,5.965021992,6.705338671,10.27382968,8.477812988,1.580302529,1.822859661,0.490818925,3.147909096,7.986346229,3.945551398,8.222302877,5.790282914,8.281378125,7.816601123,4.566002447,1.466333534,5.763319011
859.608622298884_28.515825,1.03758257,0.647604921,1.430766199,0.901337745,1.659186835,1.56772915,0.723810573,1.29201708,7.977785738,0.070080711,0.662001968,1.067657595,1.549118237,1.4176363,0.72062591,0.862105033,0.293326284,1.153592955,0.446085704,1.215823577,0.366588927,0.092210581,1.352471312
547.89468373912_25.701138,8.13856634,3.321389896,7.339527437,1.887281756,1.028149418,4.324450121,2.187038845,3.457633591,3.055175312,4.410153992,6.565584476,0.792290245,1.519485742,3.790813165,4.1983686,10.63794797,7.276090522,9.884857503,7.443288644,6.808346819,6.795736538,2.939539846,4.075635198
862.651955555353_26.262854,0.428352459,4.731287264,0.146878629,4.812104805,4.328698171,4.202424865,11.2752014,4.48004536,4.658816729,3.64509234,4.530645071,4.324967046,4.513864755,4.606318666,3.953717491,3.194329952,3.245695402,3.256954355,3.964868331,4.687772385,4.554079364,4.030307473,3.90045369
301.237788792765_25.389214,4.537142407,3.836617665,4.60340286,1.329593224,4.779966303,4.283482368,4.119462385,3.130012675,3.725449404,5.460953098,1.514611421,1.998337255,2.213856637,2.072300944,5.485071402,2.614531175,4.887488917,8.642600883,2.7137191,3.893543847,5.138244246,8.510415211,4.472749113
244.191617098856_27.600004,3.734221404,7.865076275,4.24105658,7.823504082,9.105490208,5.366927887,4.713790613,6.391759085,4.36544563,5.709860174,4.862227313,4.283571785,3.242400768,4.300768666,2.434411077,11.60943628,9.067383413,10.3284232,8.909572877,4.356610951,6.869609751,6.36708934,7.432024185
422.381450749803_29.469547,1.360598746,0.52334668,0.935506623,1.476205871,1.035462616,0.849531732,6.935914483,1.524968598,2.868279592,1.263430796,0.046772872,1.495342785,0.416912825,1.490422956,0.512325872,1.33634487,1.179201903,1.398033875,1.342388565,1.415844527,1.325808842,1.303625327,1.112352779
277.215840198398_18.768007,1.588723509,2.269883543,1.63516106,4.237271512,5.423642554,5.405737663,2.379535495,2.919914778,1.123067188,3.932903946,3.245545874,3.407375753,3.959178613,11.78404925,3.08941144,6.06298261,4.10793539,5.278388934,3.934758085,5.925193417,5.548243431,4.974914985,3.087948555
327.079783130999_24.843334,7.38868903,7.299123435,7.149031862,3.532564622,0.848666071,2.301809465,2.760709108,4.983189884,11.00975848,2.935133391,3.844260296,4.992106586,3.416026949,4.610464802,4.667206968,4.224910563,5.843160201,5.294804814,1.360477025,0.103364196,0.70561545,9.310113638,4.728406267
271.227636574356_19.033585,1.964834515,3.264683091,3.281994095,7.085821375,6.294211514,5.322059194,0.853758897,4.961939294,0.923284722,5.053292274,3.035746617,2.16162467,3.854467853,4.330560654,2.993979025,4.395064203,6.338753237,6.454474152,8.538401457,10.15017836,7.455812425,7.093691216,9.361513154
282.28014500646_27.057322,9.279668668,9.730914022,8.209125953,5.413814727,8.256102699,5.104712976,7.371422871,4.538539573,7.145780048,5.49047859,4.512642504,2.106604108,4.082791038,7.450233014,4.462920853,5.338801587,12.1817947,5.905670432,7.758152455,4.397902018,9.08027308,8.997859263,7.087494
568.92359371268_27.45403,3.193724684,7.01965762,6.728928675,1.531142921,0.452850324,0.081669286,11.36817804,2.294411199,2.079216267,0.070080711,2.032447623,3.125618853,1.968950729,1.970109701,1.631167443,0.437173702,0.995541197,3.48574237,0.630307385,0.700016842,0.062531428,2.124618389,0.354006907
510.892777417076_27.593903,2.204320091,2.156551853,2.629950249,3.05004913,1.571320568,1.991297948,2.787395956,5.563239161,3.916567414,2.021788838,0.046772872,10.78330313,2.06629721,0.99808124,1.963748419,0.109698196,0.175618246,0.876943105,4.653345813,1.950942973,2.010453218,2.028362868,0.515790905
556.445780308626_25.463678,7.625822536,8.928784137,6.680430049,5.94715687,9.049874613,3.410106211,3.523570539,5.400098389,6.34335268,4.00915527,7.965843537,2.866279608,3.221347635,2.752477865,5.859437522,2.356589893,7.421191033,2.209526144,7.033356728,3.919753505,8.388184033,4.146413479,8.673410252
634.461169526405_27.268997,6.849262317,5.081994673,6.808369545,1.158293078,1.144864527,0.494023233,12.27164584,1.905363201,0.893423414,0.68373488,0.601544763,0.057071063,0.698566781,0.890896178,0.184701853,1.378653078,2.837811763,4.27610507,1.209338179,0.103364196,1.345020773,0.092210581,1.091470798
1211.49169039224_25.490076,4.236287166,1.041230175,1.841002566,0.132075393,2.42994605,3.422690822,1.732809651,3.03311957,2.770543447,3.776122681,2.871421264,1.755972671,2.30252577,3.265059448,3.369211939,5.088809909,3.388908431,8.616797628,5.848358948,4.218515961,1.960089075,3.431928568,2.171635523
339.327090114295_27.561821,13.45074179,12.44222907,12.95345645,8.430432782,14.55262688,14.09594368,7.143483897,10.04315291,6.443459021,8.871897063,10.84774693,6.827173085,11.0072995,8.898722197,11.64182399,13.68059362,11.81871781,13.73809084,12.47083431,12.49808505,12.49566702,12.05109807,11.76053846
283.2640869175_25.882603,10.84373381,11.65634645,10.96325066,2.422727939,4.91984031,5.534532947,8.611233802,5.547854515,9.148640206,5.001705714,6.438569772,5.025739776,14.60752804,6.964338263,9.203431255,6.353793834,5.215367594,9.540051205,2.855867638,3.279269582,7.408740043,6.648463285,6.555827516
386.39781205337_28.218191,2.708799606,0.7504189,2.210466927,10.97416768,2.861835613,4.132390338,0.098303198,7.445910762,3.516942985,6.271074632,1.262538302,3.622303064,1.89813138,8.44897653,2.498936219,2.786098485,1.932626165,2.742600117,2.352337768,6.511487294,2.233742815,10.33793647,3.159013518
803.546944864102_28.088467,0.65183227,0.535143023,0.507337237,1.663995771,1.495859666,4.296283057,1.371541258,3.03131991,7.940851201,3.211976511,2.626982905,2.688234804,5.446572375,2.845807876,2.602768859,2.091554199,0.47420001,1.425733653,1.793521619,2.335463536,0.497690067,2.06321448,1.108874414
325.275189673457_25.161509,8.069659261,7.526230934,7.500844927,3.549806612,7.814386743,7.263849111,2.136497263,1.67881971,4.154300798,8.724341187,5.939234327,3.19957003,7.165635709,0.167493251,6.421630688,7.836872856,5.410733308,4.290127209,2.921996875,5.204898865,8.523097557,4.917042282,9.050353438
353.232320361052_14.686002,0.465685005,1.567296085,2.15510034,4.567856825,3.693053594,10.54068347,4.041431266,7.614532497,3.266664998,3.949590535,4.524293146,3.163967298,5.864189698,10.5337121,5.073116387,3.193361364,0.444753925,0.584157268,2.815963593,2.110984132,3.833164036,2.716044523,3.330846166
1025.73430452987_27.588327,4.024254445,0.567530225,3.304760965,3.079534428,1.863845362,2.078368532,2.558407242,3.393509579,3.415434328,0.192237674,1.416281096,10.7441506,3.742526458,2.562250209,0.434934262,0.949819624,2.858200747,1.787246742,4.373938887,2.806243019,0.442500959,3.442328318,1.664238123
471.260944431886_18.931412,7.91160398,5.623351717,3.056148959,9.156703417,9.842865944,10.39679889,3.950200222,3.861548143,3.258517582,5.036197461,7.739073221,3.898347491,4.34305876,7.470061921,5.614556888,9.296805058,3.178024345,5.53544236,6.357215848,11.46751031,4.8149228,11.10756198,6.323233604
512.417285360166_26.031992,5.473033475,5.649280228,7.278513638,4.691025129,5.711017678,9.78236403,6.189280474,5.987997746,9.17055086,10.62282363,8.098637471,6.501322121,7.947252249,11.03553215,8.760165246,3.840430604,7.845686854,5.203412399,3.765260136,5.598050077,4.671707512,6.878469512,5.118369604
525.401087221332_25.593996,7.333839526,6.077777408,7.517877064,0.769374856,3.749417586,3.563103999,4.558119418,3.423799655,7.562991076,4.275497146,7.616910718,7.362137498,8.96549989,0.778174772,4.139780984,0.646903077,2.944903488,3.565019759,3.622626868,0.103364196,3.362793965,4.615078764,6.287678038
363.236145953714_14.790577,1.534579398,2.408928193,2.242493565,10.347144,4.716462761,5.023157452,2.399082768,8.985941491,2.270426004,4.736454102,4.307657293,3.851683952,4.12006054,8.026975372,3.781205386,4.967897965,2.998128049,3.890901685,3.853948968,8.03079257,4.583750888,8.111352988,5.198230092
239.201476254915_24.356907,7.274047888,6.301304439,5.377540924,7.990761148,8.490886972,4.882504487,4.814050866,8.342036948,6.829785578,8.318846146,7.331149224,6.08919171,8.504036273,4.670536985,5.817820769,10.02653572,5.390637839,5.855709619,8.235964408,9.031773662,9.166589118,9.274621921,9.950051497
435.296934943095_24.909267,4.893229246,2.017858765,6.03987658,2.893124669,3.903497673,3.120215369,5.718644704,1.715300569,8.402516227,2.202401336,4.321965095,1.918688996,3.190635072,3.33137169,9.512855647,1.811255932,3.537990635,1.575930417,1.623870056,3.05852362,3.134419654,2.350203297,2.688980008
417.154482888201_15.263259,7.11923669,8.345581143,6.645138341,6.87329101,4.837374907,10.00824929,1.226853132,10.99705248,3.145624063,9.549743447,7.133023156,5.708772612,7.051974728,11.24949402,9.044278775,9.021314937,7.728914146,4.904263741,5.356558315,7.515202438,8.670836286,7.272260172,9.52306871
368.31690565213_25.86131,7.236636306,6.538912969,7.223262947,4.43424799,4.128182554,0.081669286,4.79589936,3.294677955,7.958281082,1.067222352,0.706000337,3.225840614,0.025981298,2.669284154,6.582085823,0.109698196,6.587918729,2.284071823,1.070532952,0.913796598,4.471309268,2.364630954,1.793348045
451.36507728988_25.406494,10.95327177,9.891477653,10.65457678,6.737219954,6.799236024,4.65634024,7.411621125,8.512122332,11.39228873,6.288091694,5.23310773,5.043098355,6.510361245,2.699977903,11.9297876,2.572946202,8.763126504,1.828940715,8.725005952,4.672664446,7.622633643,3.803408852,8.968665098
699.511884760144_27.994156,2.491558076,3.796576883,3.343839782,1.314271591,1.244063509,1.147894448,11.09359203,1.956383428,0.96281249,2.853261046,0.612775651,2.031365572,0.466072729,1.551394836,0.172591278,0.937741699,1.007545469,1.451007293,0.660960487,0.471331034,1.220393625,0.465576873,1.733844959
570.339401945298_15.372605,2.560064973,3.707285487,2.78233512,5.642886534,8.767109794,4.179693152,1.793210048,4.828822095,3.009651399,3.164828455,3.258961376,4.296886323,3.612738101,6.811238104,4.083016189,5.235029065,1.431697377,5.070774194,5.015057754,6.25050587,8.107142359,6.244753443,4.849865202
441.322696965035_25.845957,6.788683973,6.253174576,7.164979954,3.391679014,4.027750503,3.44425452,8.777642212,2.214273161,8.557610116,2.591888593,7.887119677,3.050816234,6.596911447,2.873539098,7.215712699,2.80621159,4.848110404,3.259083949,2.499703577,6.33416101,7.886787948,3.253060084,3.51243531
449.276223417417_17.393326,5.377857059,1.520668702,7.057383887,5.329988212,8.309166107,4.837491821,1.601865575,3.576259141,2.487274345,3.585642546,3.086385106,3.82839303,4.73420301,5.69555498,2.922752701,6.380201608,3.137403215,6.152185341,5.979870485,6.038193483,8.767437133,5.838467238,6.590248846
258.280190229988_25.3443,12.22028597,11.85903853,12.0898838,5.530323148,2.392847956,1.905453944,6.065764249,1.455667948,10.72026707,1.547644401,3.380064017,5.580538385,4.592964777,9.700682006,14.13876189,8.664060689,12.54157914,8.107142359,7.071553398,0.103364196,2.989039203,11.1627146,8.836697257
831.605250284291_27.880217,0.451601827,0.546743141,1.525747393,1.931726365,0.348565475,0.081669286,2.055615428,1.596272701,0.460688231,1.274709674,0.197842357,8.307876149,1.065372047,1.816680258,0.740349441,0.902710031,0.509929319,0.046383514,0.324736693,1.637902178,0.062531428,2.080461249,1.471483893
680.42586426469_25.474321,4.071644498,4.604211871,4.321233441,10.72729003,5.860312261,4.269065425,0.784252685,11.26932519,7.428272315,4.449080261,7.201959432,4.91960849,4.423783603,5.35956148,10.35766757,3.869413649,4.211289268,2.91228653,3.598873588,10.79724207,5.122334186,10.61571044,2.949422574
399.3139720207_27.440248,9.651271071,8.357823185,8.378102889,3.804904764,4.04302127,8.315383267,4.222604057,2.48681097,5.94475281,10.47906505,6.715680731,5.827736381,8.234006594,3.022351049,6.835965392,7.152159205,9.190009822,11.22572313,2.327395429,3.423391198,8.242629498,7.383068215,5.645796562
296.238814899296_27.463757,4.914810687,6.785445224,6.092533195,4.010137064,0.988209824,2.939410791,8.203634504,4.980439701,8.336797891,0.070080711,2.245271444,5.883188843,8.92541477,4.821746901,2.826069802,3.449823043,2.372167148,3.648204115,4.525775131,2.772028892,2.260045794,3.412281965,0.984553851
424.364741806828_26.053673,7.593732302,6.271339575,7.092531825,4.886493738,7.404502528,9.207829479,7.618452505,10.35084096,9.403593747,9.661769894,8.974606687,3.647538439,7.805869461,8.340412585,8.379636077,5.30857472,5.944429851,5.321984841,7.673576111,6.55438116,3.914635871,6.412995036,3.931029976
1125.45301258791_25.332142,3.594658616,3.558116577,3.174848485,1.848124531,4.436198103,3.279149405,1.783053996,0.160006943,2.860919089,4.361468574,4.739407337,2.358925986,3.426460033,2.983014622,3.76951488,6.755864096,4.282162314,8.430581935,4.541397095,4.103107221,0.933762109,3.359225583,3.974821961
692.503832263187_27.68473,1.900797356,3.516414167,3.859385335,2.071307876,0.640938364,1.274838383,11.04448572,2.109295976,1.389282393,1.703187633,0.046772872,2.376632669,0.148018967,2.106469269,1.44350251,0.522559225,1.636056534,1.709218783,1.181288989,1.521319381,0.062531428,1.682125558,0.482557701
613.453582850383_25.574076,7.447241881,3.824287681,4.906303065,0.132075393,3.621830438,3.292100729,4.796800533,3.247025088,5.022612203,1.252670038,4.621530528,6.317454878,8.206570653,3.315081592,6.566603132,1.413114686,1.922160414,1.850974122,2.825763337,5.154807221,3.773374449,2.454464954,4.176050153
590.93703646056_27.297419,4.225574835,6.769446372,6.467749769,1.23014567,1.280012117,0.081669286,12.44697608,1.53129302,1.379992429,1.335936921,0.752105091,0.35112126,0.333842947,0.847423945,0.394048346,1.184843706,1.265224071,2.887691197,1.527268627,0.814604935,0.455969778,0.092210581,0.907457265
